age,income,loan_amount,credit_score,employment_years,debt_ratio,num_of_past_defaults,loan_purpose,default
52,94009.59,26903.94,679,11,0.134,0,车贷,0
31,22544.83,21507.23,644,3,0.23,0,教育,1
40,56261.8,13400.6,729,16,0.405,0,消费,0
44,100179.2,9575.45,850,6,0.412,0,房贷,0
35,77390.36,5685.06,684,23,0.304,0,教育,0
68,103997.35,23523.13,702,2,0.319,0,消费,0
27,38120.24,13416.02,592,0,0.261,0,房贷,1
41,88588.33,17359.63,675,18,0.11,0,创业,0
62,87268.94,6983.13,634,1,0.168,0,教育,0
46,28001.97,1452.27,715,5,0.488,0,教育,0
64,58498.95,8597.13,560,10,0.273,0,创业,1
34,62656.36,9425.11,585,22,0.268,0,房贷,0
57,29369.77,13630.07,743,24,0.14,0,消费,0
41,58958.75,5731.81,675,20,0.196,0,消费,0
38,84210.03,12212.24,753,3,0.181,0,教育,0
25,56399.69,22010.5,685,0,0.414,0,房贷,1
23,70326.93,1000.0,696,10,0.181,0,教育,0
43,70486.15,1000.0,638,15,0.452,0,房贷,0
46,64732.84,22590.27,646,5,0.531,0,教育,1
57,49486.0,1000.0,728,10,0.144,1,消费,0
44,79493.91,8769.39,650,7,0.627,0,教育,0
69,30085.26,17172.08,743,19,0.131,0,消费,0
39,65188.94,11496.58,652,0,0.313,0,房贷,0
45,95480.7,11377.05,577,13,0.552,0,房贷,1
41,55157.79,12615.37,571,20,0.064,0,消费,0
32,48998.93,33409.07,648,20,0.132,0,房贷,0
61,80961.36,27135.31,724,1,0.452,0,车贷,0
53,68595.5,6103.33,613,5,0.214,0,创业,0
24,81399.84,20932.55,711,8,0.541,0,教育,0
62,65846.97,16296.82,667,13,0.485,0,消费,0
27,12457.57,11834.12,702,21,0.229,0,房贷,0
42,90958.1,4283.12,640,7,0.525,0,车贷,0
53,110540.58,15836.63,673,2,0.369,0,教育,0
37,93248.9,9398.61,726,9,0.497,0,消费,0
44,10000.0,8773.74,659,17,0.154,0,创业,0
54,74923.94,5479.89,623,19,0.454,0,教育,0
48,54731.59,20498.5,533,8,0.48,0,房贷,1
63,41146.64,5474.23,698,8,0.086,0,车贷,0
61,67700.11,5526.02,606,18,0.387,0,房贷,0
59,61723.16,18612.47,624,12,0.341,2,车贷,1
42,76190.47,10773.19,585,0,0.38,0,教育,0
69,66244.76,11001.94,644,16,0.354,0,车贷,0
37,40342.13,20779.59,807,3,0.083,0,车贷,0
54,52314.76,23166.46,685,3,0.296,0,创业,0
26,48764.91,1000.0,615,15,0.278,0,消费,0
66,27237.37,10905.42,628,15,0.585,2,车贷,1
26,34823.82,1000.0,559,14,0.137,0,车贷,0
54,60356.49,8712.26,581,5,0.289,0,消费,1
21,96322.59,11942.74,570,4,0.145,0,创业,1
30,53217.74,8983.74,679,21,0.574,0,消费,0
41,48336.52,3285.16,691,9,0.325,0,教育,0
25,39011.69,2853.94,665,6,0.379,0,消费,0
22,65671.8,18187.5,686,6,0.394,0,创业,0
42,90943.71,25045.88,606,9,0.234,0,房贷,1
68,109059.02,1000.0,580,9,0.132,0,消费,0
22,71278.79,9215.24,579,24,0.503,0,消费,1
30,68079.86,18221.7,576,14,0.064,0,车贷,0
54,53043.59,11722.87,685,5,0.237,0,车贷,0
36,56715.53,2533.66,801,23,0.388,1,教育,0
68,78841.85,7938.79,587,1,0.278,0,车贷,1
59,58072.74,14568.28,636,7,0.367,0,房贷,0
42,61429.79,9388.87,674,24,0.416,0,创业,0
32,64442.36,11592.17,640,19,0.384,0,教育,0
44,52001.78,11837.14,683,14,0.292,0,教育,0
67,63350.46,7543.61,620,20,0.202,0,房贷,0
60,20573.07,18940.84,612,20,0.393,0,教育,1
58,77074.39,7941.32,647,17,0.309,0,消费,0
30,116738.98,3453.52,683,4,0.28,0,房贷,0
55,52855.04,30951.94,750,24,0.17,0,车贷,0
69,73224.42,11338.75,686,3,0.257,1,房贷,1
52,83734.68,1000.0,642,9,0.296,0,车贷,0
27,93164.74,22665.33,718,18,0.319,0,消费,0
41,59184.93,22638.0,730,13,0.38,0,房贷,0
40,25327.02,15885.99,639,22,0.485,0,房贷,1
46,70879.1,17368.9,650,23,0.361,0,教育,0
24,67829.83,30357.81,630,12,0.556,0,教育,1
66,57395.34,3816.19,717,9,0.198,0,车贷,0
42,62062.73,13132.54,665,21,0.544,0,消费,0
35,68160.97,28742.47,562,5,0.106,0,房贷,1
60,72958.76,30543.34,688,12,0.493,0,车贷,0
41,72035.81,8888.22,764,20,0.284,0,房贷,0
35,60210.92,29086.28,770,10,0.316,0,房贷,0
42,73454.13,18822.36,626,21,0.424,0,车贷,0
48,58729.32,24709.32,611,24,0.559,0,教育,1
34,79124.56,18543.48,793,14,0.344,0,房贷,0
47,51196.26,14596.29,770,1,0.21,0,房贷,0
61,66607.28,30779.79,693,14,0.511,0,消费,0
60,29277.75,7506.82,540,18,0.243,0,车贷,1
48,56861.97,28169.41,618,16,0.112,0,房贷,1
46,77484.75,29515.86,583,19,0.065,1,房贷,1
69,42257.83,23585.91,787,17,0.472,0,消费,0
22,57957.79,11390.3,553,5,0.226,0,房贷,1
45,12088.47,14077.7,786,14,0.428,0,教育,0
23,34902.37,1164.15,653,16,0.35,0,车贷,0
28,40657.56,8153.07,576,23,0.721,0,消费,1
64,67238.52,17276.05,729,21,0.166,2,消费,0
53,72335.0,1000.0,704,8,0.429,0,消费,0
62,63766.78,9467.75,571,11,0.53,0,车贷,1
55,56582.95,28531.04,658,21,0.465,0,消费,0
26,56659.76,10687.91,756,22,0.46,0,消费,0
59,80753.01,20785.84,631,4,0.541,0,车贷,1
43,69682.04,16815.27,778,13,0.256,0,消费,0
45,57653.2,9384.64,608,23,0.217,1,创业,0
63,93452.59,10682.09,546,7,0.083,0,车贷,1
39,107899.45,13418.35,663,24,0.376,0,消费,0
25,37593.67,1000.0,558,21,0.032,0,教育,0
31,76495.22,20049.29,669,16,0.264,0,教育,0
32,132977.57,10993.77,660,8,0.375,0,车贷,0
30,71164.52,20346.3,607,2,0.414,0,车贷,1
28,67539.74,15299.71,792,24,0.314,0,创业,0
44,63773.85,10618.24,660,6,0.235,0,消费,0
48,75783.99,13679.16,721,11,0.692,0,教育,0
61,81607.78,13707.74,725,2,0.208,0,消费,0
56,37615.13,24547.62,783,8,0.502,0,消费,0
57,64417.36,12532.56,575,13,0.438,0,车贷,1
41,15071.05,14449.41,537,22,0.492,0,房贷,1
28,60395.03,1273.94,781,22,0.44,1,消费,0
29,45140.85,11600.13,701,22,0.158,0,消费,0
67,72461.91,24361.64,669,17,0.232,1,创业,0
35,28559.63,15644.98,651,10,0.422,1,房贷,1
68,53729.02,2811.4,638,3,0.321,0,教育,1
66,86263.97,3722.46,720,7,0.207,1,消费,0
60,50120.67,5697.29,559,17,0.334,1,消费,1
38,23091.41,20496.86,693,12,0.305,0,消费,0
62,70665.73,19450.59,732,3,0.134,0,房贷,0
40,52096.36,1000.0,712,9,0.333,0,房贷,0
26,60910.52,11308.22,655,7,0.573,0,房贷,0
32,48942.87,13254.92,660,11,0.196,1,车贷,0
22,108436.73,3821.78,750,18,0.538,0,车贷,0
27,30722.4,8680.96,701,11,0.363,1,消费,1
36,127336.9,23313.49,783,21,0.297,0,房贷,0
23,56406.0,15475.17,538,1,0.258,0,教育,1
65,69035.82,7753.55,723,23,0.581,0,创业,0
23,52354.48,10407.88,603,7,0.628,0,教育,1
47,51434.06,10063.08,655,12,0.378,0,房贷,0
63,47733.74,14396.62,756,0,0.354,0,车贷,0
60,78227.68,1000.0,590,2,0.161,0,消费,0
58,33962.41,6307.08,808,1,0.183,0,房贷,0
53,73010.39,20800.87,737,22,0.169,0,创业,0
48,16941.16,11383.18,701,22,0.312,1,教育,1
21,71017.63,4775.78,595,19,0.244,1,消费,1
28,83681.14,5126.39,647,7,0.144,0,教育,0
57,36960.58,18127.17,635,2,0.498,0,创业,1
52,79932.34,7598.66,574,24,0.225,0,消费,0
68,66130.48,16342.68,737,20,0.552,0,消费,0
63,100165.38,6671.91,632,14,0.64,0,消费,0
57,46185.46,2395.3,648,1,0.4,0,消费,0
24,126951.69,14077.81,651,24,0.42,0,房贷,0
50,12402.79,11172.26,645,16,0.531,1,车贷,1
26,57750.92,17823.56,697,23,0.463,0,房贷,0
66,27631.47,19515.06,616,5,0.084,2,房贷,1
39,105723.19,8957.28,731,0,0.324,0,消费,0
52,59242.58,14965.94,618,3,0.125,0,车贷,0
29,61222.93,8695.12,658,18,0.339,0,车贷,0
32,74751.24,17386.0,569,6,0.211,0,房贷,1
31,64894.29,13984.03,735,22,0.295,1,创业,0
66,51937.25,6697.39,753,21,0.514,0,消费,0
36,37353.76,5985.59,710,13,0.215,0,教育,0
21,68707.29,14283.68,672,13,0.262,0,消费,0
65,73334.34,21878.62,657,9,0.761,0,消费,1
41,80298.3,19661.02,551,23,0.409,0,消费,1
50,107079.99,3984.42,565,6,0.116,0,房贷,0
33,17177.08,4878.33,713,15,0.059,0,消费,0
54,63510.22,6130.94,647,3,0.214,0,教育,0
24,91218.23,6929.22,565,6,0.49,0,消费,1
48,62260.51,1000.0,562,14,0.762,0,教育,1
58,13560.21,18715.37,704,16,0.186,0,创业,1
51,36597.13,8125.0,721,2,0.457,0,消费,0
47,72228.54,15927.63,553,15,0.315,1,教育,1
25,71428.34,9316.06,671,1,0.188,0,消费,0
45,79795.43,11804.79,687,6,0.612,0,车贷,0
23,47817.8,6175.92,619,24,0.583,0,车贷,0
53,70717.43,11759.81,747,15,0.364,0,教育,0
24,44191.01,4594.41,636,20,0.652,0,消费,0
45,70719.08,11822.86,540,8,0.426,0,房贷,1
40,66170.67,24386.4,646,11,0.327,1,消费,0
54,46941.08,16425.14,756,23,0.516,0,消费,0
46,99280.04,14473.94,636,0,0.201,0,教育,0
25,27476.01,1000.0,587,13,0.224,0,教育,0
55,61884.34,16821.68,704,10,0.243,0,车贷,0
48,46456.08,17647.85,678,17,0.373,0,创业,0
49,105352.44,14280.26,660,21,0.294,0,消费,0
29,78164.76,13821.4,693,4,0.307,0,教育,0
58,50715.17,10808.46,612,14,0.226,1,消费,1
26,58846.26,17519.92,618,6,0.236,1,车贷,1
39,105947.66,23874.59,711,24,0.29,0,房贷,0
64,44181.94,14809.49,592,13,0.181,0,房贷,1
31,26182.14,3740.4,773,19,0.31,1,房贷,0
22,71402.15,4390.65,746,7,0.632,0,教育,0
67,71900.09,18173.04,580,3,0.227,0,消费,1
64,79652.76,3809.47,763,2,0.281,0,车贷,0
64,79797.77,13708.97,671,11,0.24,1,教育,1
29,103955.52,9062.89,757,17,0.414,1,房贷,0
41,27200.98,2885.99,669,23,0.464,0,消费,0
44,38538.33,19074.29,648,14,0.667,0,房贷,1
54,79568.47,18007.55,640,10,0.368,0,消费,0
42,40676.24,1000.0,489,23,0.057,0,教育,0
23,32955.06,16092.27,725,10,0.129,0,房贷,0
32,106048.58,14849.71,611,11,0.337,0,教育,0
48,29361.27,19118.39,727,18,0.177,0,消费,0
50,57272.02,13417.65,777,16,0.617,0,车贷,0
46,63693.92,24128.11,620,5,0.206,1,车贷,0
68,93801.01,10923.38,615,20,0.57,0,房贷,0
41,23886.33,9687.2,731,7,0.298,0,消费,0
48,74140.45,3714.28,627,14,0.374,0,消费,0
46,45411.7,4061.49,752,21,0.446,0,教育,0
53,78807.45,3291.88,612,19,0.445,0,房贷,0
41,45050.23,13856.4,761,9,0.163,0,消费,0
55,99590.74,9712.66,639,14,0.484,0,房贷,0
54,45178.66,14810.89,683,11,0.59,0,消费,0
61,10836.45,1721.39,729,10,0.064,0,创业,0
67,47645.32,4726.62,696,17,0.315,1,消费,0
38,59251.4,4583.38,735,23,0.251,0,创业,0
31,88811.79,30438.8,558,4,0.582,0,房贷,1
43,37314.87,10591.71,631,11,0.177,0,房贷,0
68,37749.79,11435.89,664,23,0.512,0,车贷,0
42,86132.71,11341.65,606,4,0.359,0,消费,1
37,34745.05,25199.05,728,21,0.259,0,教育,0
25,61062.36,1000.0,624,9,0.529,0,车贷,0
64,61509.67,11490.85,607,13,0.528,0,房贷,0
31,69786.75,1000.0,726,15,0.287,0,消费,0
50,48503.34,1000.0,587,4,0.286,0,房贷,1
35,44606.12,5758.96,590,10,0.123,0,车贷,0
47,72367.68,15503.39,696,18,0.085,0,房贷,0
55,45288.09,5218.86,754,7,0.111,0,房贷,0
53,35080.68,15364.0,671,18,0.381,0,房贷,0
40,92011.6,12905.05,547,19,0.066,0,教育,0
36,75738.1,10817.94,708,21,0.592,0,车贷,0
54,103885.05,22752.19,619,17,0.198,2,教育,1
22,82247.29,6933.69,738,22,0.322,0,消费,0
55,37100.84,15235.57,633,20,0.451,0,创业,0
60,67120.12,1000.0,740,11,0.396,0,房贷,0
48,42656.18,12839.63,631,12,0.489,0,房贷,0
67,28664.59,9813.66,612,20,0.177,0,车贷,1
59,55161.61,1950.91,526,20,0.221,0,教育,1
26,86593.72,15387.24,614,17,0.164,0,房贷,0
29,71048.08,5718.92,672,14,0.462,0,消费,0
40,34400.33,26723.57,667,14,0.298,0,教育,1
21,54388.49,1000.0,703,11,0.262,0,消费,0
28,61856.94,14110.2,747,8,0.359,0,车贷,0
43,27839.53,12362.93,662,18,0.191,0,车贷,1
23,80689.79,9612.66,665,11,0.234,0,消费,0
24,59967.83,7501.5,738,22,0.28,1,车贷,0
45,34406.91,12583.34,676,4,0.283,0,车贷,0
67,33162.18,21028.63,595,20,0.157,0,房贷,0
58,89214.61,1000.0,623,19,0.138,0,教育,0
35,56622.11,5149.11,511,9,0.278,0,消费,1
41,91187.74,3072.3,594,21,0.05,0,房贷,0
55,99587.42,2673.02,542,6,0.39,0,消费,1
66,87493.86,14913.37,685,22,0.62,0,消费,0
34,53264.5,17009.37,745,10,0.372,0,教育,0
56,10047.36,21053.37,594,7,0.541,0,车贷,1
32,71885.92,17143.33,597,20,0.234,0,创业,0
37,111014.68,17832.21,726,6,0.097,0,房贷,0
59,64221.42,1000.0,628,15,0.348,0,房贷,0
29,21224.06,24610.29,678,15,0.185,0,创业,1
55,50152.67,10217.06,712,13,0.276,0,车贷,0
33,60957.87,20780.47,610,14,0.251,0,消费,0
35,40844.25,1000.0,612,19,0.333,0,车贷,0
38,10000.0,9947.93,625,8,0.366,0,消费,1
53,62847.28,20015.64,551,15,0.445,0,消费,1
26,47732.72,12237.36,694,15,0.216,0,教育,0
47,103999.22,5591.26,702,4,0.244,0,教育,0
43,67222.74,23133.41,666,2,0.348,1,房贷,1
47,75330.74,2042.98,755,20,0.228,0,房贷,0
54,62380.1,11826.37,642,24,0.205,0,消费,0
66,67062.13,17441.45,703,12,0.489,0,消费,0
58,28649.42,29813.37,694,7,0.586,0,消费,1
34,42116.34,8103.98,604,16,0.142,1,创业,1
56,88949.52,9650.16,741,4,0.116,0,创业,0
28,69608.16,8220.13,669,5,0.284,0,消费,0
55,56232.85,14027.0,728,1,0.272,0,创业,0
39,75695.77,16997.39,569,21,0.394,1,房贷,1
50,76128.96,21293.16,668,13,0.032,0,消费,0
34,108799.68,18426.41,628,24,0.13,0,消费,0
40,68587.46,7772.32,600,3,0.183,0,房贷,0
69,41624.83,18913.65,759,2,0.34,0,创业,0
45,62454.68,12778.14,674,8,0.451,0,房贷,0
60,78366.44,18334.64,557,17,0.127,0,教育,0
44,86904.5,18820.12,625,11,0.193,0,房贷,0
34,29469.3,25856.07,726,8,0.161,1,教育,1
46,70581.55,8985.98,600,17,0.656,0,车贷,1
58,45260.39,7362.8,593,12,0.087,0,消费,0
43,52534.1,15800.89,650,13,0.069,0,消费,0
42,83608.47,22051.39,693,9,0.276,0,消费,0
68,81417.47,12493.54,609,2,0.126,0,消费,0
39,50080.65,22605.55,687,6,0.262,0,房贷,0
66,61527.48,17865.5,662,17,0.386,0,车贷,0
23,53206.2,10289.67,671,15,0.263,0,消费,0
62,128617.47,16788.35,492,16,0.582,0,消费,1
39,71123.88,8303.97,661,24,0.314,0,消费,0
29,46531.4,14028.1,642,5,0.243,0,房贷,0
48,94087.68,2878.15,687,24,0.563,0,车贷,0
40,94864.15,11420.67,614,11,0.222,0,创业,1
65,104416.76,20497.36,634,18,0.198,1,消费,0
27,110935.86,18520.75,697,2,0.223,0,房贷,0
34,80569.73,17277.15,761,2,0.57,0,教育,0
29,57303.26,14443.58,567,17,0.577,0,教育,1
39,60542.43,13358.69,696,10,0.386,0,教育,0
67,58574.34,1230.01,745,5,0.283,0,教育,0
34,56117.38,10248.27,709,18,0.099,0,消费,0
58,92278.61,13552.23,741,4,0.307,0,创业,0
56,65015.86,2442.57,622,12,0.257,0,消费,0
60,86371.28,1000.0,747,4,0.168,0,消费,0
37,79883.36,21595.08,609,2,0.431,0,消费,1
50,40829.59,12432.13,664,18,0.243,0,房贷,0
29,27222.11,13784.82,625,16,0.162,0,教育,1
53,37793.41,16722.83,628,21,0.391,0,教育,0
45,55612.46,3651.58,540,2,0.295,1,消费,1
34,67955.22,8570.29,522,14,0.179,0,创业,0
31,50737.39,24784.57,742,16,0.219,0,教育,0
55,80467.43,7846.43,534,12,0.309,0,车贷,1
61,53390.93,9740.23,678,13,0.428,0,车贷,0
34,70653.06,6309.35,569,15,0.443,0,教育,1
50,67586.8,5702.74,601,24,0.068,1,车贷,0
61,103157.53,21396.59,708,10,0.311,0,创业,0
24,43544.7,1000.0,671,16,0.473,2,车贷,0
24,113585.22,8115.38,651,4,0.476,1,创业,0
48,51924.3,13915.99,740,20,0.112,0,房贷,0
28,35518.75,26422.72,640,14,0.657,1,房贷,1
22,60227.87,2350.58,746,17,0.353,0,教育,0
61,136283.06,1000.0,585,15,0.353,0,消费,1
66,84694.52,4689.15,577,13,0.594,0,车贷,1
42,78265.21,17964.5,650,13,0.441,1,消费,0
61,82494.11,13064.93,660,12,0.45,0,车贷,0
36,48068.94,1000.0,600,0,0.379,0,消费,1
49,72172.98,12846.24,641,5,0.387,0,车贷,0
69,65055.05,25187.22,756,22,0.113,0,教育,0
68,104799.47,14248.08,632,10,0.383,0,车贷,0
50,62608.87,13398.74,524,10,0.165,0,房贷,1
32,56677.92,13910.31,538,24,0.242,0,车贷,1
55,39374.41,15523.27,806,15,0.298,0,车贷,0
31,68080.32,1229.64,762,23,0.421,0,消费,0
66,71444.94,10028.65,629,2,0.167,0,消费,0
41,38565.06,10472.07,717,24,0.07,0,车贷,0
41,74969.6,7890.51,678,16,0.438,0,创业,0
25,70129.95,17832.03,749,21,0.582,0,创业,0
68,87295.81,6611.06,585,13,0.532,1,创业,1
40,91672.1,8940.27,587,1,0.39,0,消费,1
57,67074.14,1288.53,752,24,0.484,1,车贷,0
23,42199.97,15215.64,555,8,0.439,0,车贷,1
64,46726.33,20006.18,665,7,0.482,0,房贷,1
53,103766.81,8931.33,657,10,0.499,0,消费,0
29,68640.77,18862.82,715,6,0.18,0,教育,0
29,103415.38,10750.87,670,21,0.331,0,消费,0
24,75969.31,1000.0,651,1,0.744,0,教育,1
55,81582.18,11562.12,633,3,0.296,0,房贷,0
37,85651.92,10507.64,590,22,0.37,0,消费,1
54,38090.95,12875.46,648,13,0.253,0,车贷,0
44,71752.92,14152.08,742,12,0.572,0,教育,0
52,37786.02,6186.67,640,21,0.219,0,车贷,0
21,58731.93,24506.18,758,24,0.345,0,房贷,0
28,79083.73,11437.63,711,12,0.057,0,消费,0
65,42442.65,10302.86,693,12,0.125,1,房贷,0
43,77305.42,18328.5,649,4,0.794,1,消费,1
67,32035.88,12157.59,616,11,0.461,0,创业,1
60,90153.04,33809.65,778,5,0.241,1,房贷,0
32,50382.38,10215.78,716,21,0.203,1,车贷,0
32,42403.42,14990.43,650,13,0.375,0,车贷,0
66,33422.17,5632.2,779,7,0.503,0,房贷,0
67,52254.22,19399.55,704,23,0.074,0,车贷,0
35,23032.54,14624.11,561,21,0.294,0,教育,1
61,52935.22,9118.77,630,7,0.202,0,房贷,0
39,89188.71,4584.28,711,6,0.536,0,教育,0
46,60848.34,1000.0,766,16,0.133,0,房贷,0
49,39094.59,15559.07,825,20,0.243,0,创业,0
42,69977.79,1000.0,662,10,0.165,0,消费,0
60,68033.71,23122.03,703,9,0.306,0,房贷,0
41,108045.42,1265.82,617,12,0.079,0,消费,0
58,82395.86,10483.81,598,9,0.341,0,车贷,0
40,71723.16,4506.9,542,20,0.249,0,房贷,0
49,84911.46,12277.83,687,13,0.235,0,车贷,0
24,62043.62,12225.31,749,8,0.214,0,消费,0
27,63340.91,15780.83,714,6,0.216,0,房贷,0
48,101496.69,1000.0,666,6,0.215,0,房贷,0
48,29017.26,5508.53,746,17,0.283,0,消费,0
24,86294.8,20249.65,850,15,0.268,0,创业,0
42,62562.59,17597.69,602,7,0.091,0,教育,1
32,58587.23,1000.0,490,15,0.157,0,车贷,1
65,52836.29,15206.45,684,18,0.113,0,创业,0
23,68380.83,3224.05,736,14,0.145,0,房贷,0
42,64042.35,6969.51,552,24,0.481,1,房贷,0
64,55876.55,10067.72,718,14,0.224,0,创业,0
22,49541.53,25237.82,636,5,0.354,0,消费,1
44,23082.73,3137.07,684,8,0.278,0,房贷,0
54,49076.32,1000.0,596,14,0.047,0,消费,0
47,53729.51,15827.71,591,24,0.14,0,消费,0
61,68327.08,11761.85,583,6,0.267,0,车贷,0
21,108187.89,22259.53,707,7,0.133,0,车贷,0
28,51448.96,9000.91,616,17,0.178,0,房贷,0
43,42477.92,22291.95,679,20,0.355,0,消费,1
58,49281.09,12138.28,662,15,0.526,0,消费,0
26,68373.58,16497.48,577,14,0.312,0,房贷,1
42,77949.98,25803.52,665,2,0.411,0,消费,1
45,81023.59,10578.39,677,0,0.261,0,消费,0
38,83209.58,20879.66,734,12,0.379,0,房贷,0
37,86323.07,6784.41,765,21,0.242,1,教育,0
32,58864.56,13934.08,589,11,0.631,0,消费,1
26,110169.08,1000.0,685,8,0.181,0,教育,0
46,57195.09,7713.28,505,1,0.312,0,创业,1
47,67405.49,3006.7,720,8,0.473,1,车贷,0
28,93508.2,22376.4,737,7,0.21,0,房贷,0
39,77461.35,26779.79,473,24,0.365,0,消费,1
62,15701.37,8985.03,636,4,0.51,0,消费,1
21,65123.99,5429.18,597,12,0.37,0,创业,1
49,83963.22,1000.0,636,1,0.17,0,房贷,0
65,35443.65,14248.6,622,9,0.191,0,车贷,1
69,81515.24,6880.57,657,5,0.383,0,教育,0
55,73583.39,7335.91,729,6,0.381,0,消费,0
60,91046.25,25851.5,638,2,0.377,0,车贷,0
34,49777.51,9480.61,591,13,0.687,0,消费,1
55,86909.66,16986.52,646,15,0.519,1,房贷,1
68,68511.38,12450.17,642,5,0.085,0,车贷,0
65,103853.11,1000.0,654,21,0.205,0,房贷,0
40,126293.1,1000.0,616,7,0.362,1,创业,1
69,98843.27,16143.94,685,0,0.332,0,房贷,0
33,75571.41,26484.94,751,19,0.105,0,车贷,0
58,116062.09,14677.39,571,14,0.236,0,房贷,0
69,78276.52,17304.77,692,16,0.488,0,创业,0
66,45025.19,4310.0,727,23,0.092,0,消费,0
69,64135.99,20626.6,630,17,0.071,0,创业,0
28,81756.79,20521.29,748,23,0.435,0,房贷,0
63,83170.99,6082.31,656,2,0.073,0,房贷,0
40,40244.17,16635.97,581,23,0.543,1,车贷,1
53,40942.29,1000.0,571,5,0.38,0,消费,1
46,57491.18,18153.25,715,16,0.229,0,车贷,0
59,76759.96,7134.45,709,22,0.294,0,消费,0
41,79576.38,1569.4,770,12,0.451,0,房贷,0
69,68108.71,15422.44,707,22,0.283,0,消费,0
62,46642.57,1000.0,653,21,0.303,0,车贷,0
63,103212.74,14910.52,694,16,0.449,0,教育,0
61,41414.72,2375.63,665,20,0.608,0,教育,0
29,93651.5,1000.0,637,15,0.218,0,房贷,0
44,81254.11,12508.75,622,16,0.176,0,创业,0
57,93167.31,10533.31,539,0,0.685,1,消费,1
69,55222.47,24382.71,608,15,0.102,0,教育,1
61,61861.61,1079.19,659,5,0.185,0,教育,0
37,66210.94,23687.96,471,7,0.101,0,房贷,1
44,54519.25,2330.02,624,0,0.368,0,教育,1
41,69955.69,19815.26,724,1,0.363,1,车贷,0
59,99739.97,21401.79,754,14,0.218,0,车贷,0
61,36469.66,14732.4,623,4,0.597,0,消费,1
59,50541.34,5276.89,620,23,0.283,0,房贷,0
33,48153.6,1000.0,610,19,0.449,0,房贷,0
31,62922.8,1000.0,621,14,0.362,0,教育,0
66,62018.42,27744.47,740,20,0.288,0,消费,0
39,81990.92,9476.73,774,9,0.45,0,房贷,0
31,65741.91,2610.33,542,4,0.541,0,教育,1
33,71663.43,2283.13,603,2,0.184,0,车贷,0
66,73765.86,13426.83,530,5,0.361,0,消费,1
65,70398.89,8643.76,658,20,0.193,0,教育,0
21,80472.89,1000.0,626,14,0.156,0,消费,0
60,62308.89,19348.6,685,17,0.223,0,车贷,0
64,101220.1,14847.36,706,13,0.492,0,消费,0
39,120915.64,27639.24,699,9,0.603,0,消费,0
32,80537.08,21696.73,545,3,0.681,0,消费,1
28,70015.81,1000.0,658,10,0.335,0,消费,0
28,78740.81,24044.28,541,19,0.521,0,教育,1
65,40777.27,22263.68,782,6,0.244,0,车贷,0
32,68962.32,5740.83,635,14,0.229,0,消费,0
68,48910.86,8323.11,564,22,0.529,0,车贷,1
53,76219.49,15499.66,622,8,0.371,0,房贷,0
65,49020.1,3379.17,675,14,0.628,0,消费,0
46,57414.9,9936.8,711,11,0.091,0,车贷,0
59,23816.64,20500.32,751,17,0.548,0,房贷,0
48,39188.59,16400.69,664,5,0.275,0,消费,0
25,72807.22,6332.33,637,17,0.415,0,创业,0
28,45885.39,20693.46,708,24,0.32,0,消费,0
45,88403.03,14574.61,706,17,0.379,0,教育,0
47,44014.44,14284.0,668,21,0.393,1,房贷,0
66,74971.6,7623.07,717,23,0.444,0,消费,0
43,48238.74,11944.42,617,5,0.219,0,消费,0
50,73480.34,5420.22,658,14,0.121,0,房贷,0
65,31234.68,1000.0,518,18,0.491,0,创业,1
67,55029.97,9621.77,757,4,0.273,0,房贷,0
43,46383.31,10961.71,626,3,0.128,0,车贷,0
69,84431.12,13166.95,758,16,0.158,0,房贷,0
67,75169.77,22303.31,614,20,0.302,0,创业,0
40,37883.33,6455.58,681,9,0.3,0,房贷,0
38,60530.02,8874.11,664,11,0.099,0,车贷,0
38,48009.01,18512.51,618,4,0.399,0,消费,1
22,85905.66,5603.56,694,6,0.156,1,车贷,0
24,92973.53,13306.87,749,11,0.034,0,房贷,0
50,33283.81,8529.6,785,22,0.15,0,房贷,0
53,83187.47,9929.19,712,1,0.141,0,车贷,0
56,46887.49,18444.23,575,19,0.191,0,车贷,1
38,59435.83,8825.65,562,16,0.18,0,消费,1
57,65709.59,18721.32,740,12,0.205,0,房贷,0
39,104965.34,1000.0,590,4,0.481,0,消费,1
67,42915.31,1000.0,703,4,0.489,0,创业,0
48,83364.49,1000.0,669,19,0.285,0,消费,0
60,39226.9,2090.95,752,11,0.437,0,消费,0
40,37706.94,27783.17,696,11,0.377,0,创业,0
69,65626.2,11850.94,658,6,0.331,0,创业,0
53,65478.05,5868.93,804,5,0.33,0,教育,0
32,10000.0,18653.86,718,9,0.237,0,车贷,1
35,90511.12,19854.09,699,18,0.494,0,创业,0
61,17939.49,1622.79,612,15,0.212,0,消费,0
59,61789.38,33234.7,580,1,0.278,0,房贷,1
22,94207.54,14348.81,642,3,0.526,0,创业,0
49,113602.05,15419.99,555,8,0.262,0,车贷,1
61,57012.9,16226.48,637,4,0.149,0,车贷,0
30,33475.12,16208.67,716,0,0.459,1,车贷,1
22,93392.06,6717.48,729,10,0.34,0,车贷,0
31,84033.44,29956.41,636,18,0.247,0,教育,1
33,54242.17,9575.9,850,24,0.41,0,教育,0
30,51453.78,20138.9,749,22,0.54,0,车贷,0
34,49217.37,7963.06,658,2,0.365,0,车贷,0
